id	age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	Y
14405	59	Private	146391	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
14406	35	Self-emp-not-inc	160192	Some-college	10	Never-married	Craft-repair	Own-child	White	Male	0	0	40	United-States	<=50K
14410	41	?	213416	5th-6th	3	Married-civ-spouse	?	Husband	White	Male	0	0	32	Mexico	<=50K
14411	20	?	401690	HS-grad	9	Never-married	?	Not-in-family	White	Female	0	0	30	United-States	<=50K
14412	54	Private	172281	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	2051	50	United-States	<=50K
14415	46	Private	35406	7th-8th	4	Separated	Other-service	Not-in-family	White	Female	0	0	32	United-States	<=50K
14418	37	Self-emp-not-inc	241998	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	5	United-States	>50K
14420	22	Private	175431	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	20	United-States	<=50K
14422	24	State-gov	390867	Masters	14	Never-married	Prof-specialty	Not-in-family	Black	Female	0	0	40	United-States	<=50K
14423	21	Private	306850	HS-grad	9	Never-married	Transport-moving	Own-child	White	Male	0	0	40	United-States	<=50K
14424	28	Private	71733	Some-college	10	Separated	Other-service	Unmarried	White	Female	0	0	15	United-States	<=50K
14425	25	Private	185952	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	30	United-States	<=50K
14427	55	Self-emp-inc	183869	Prof-school	15	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	?	>50K
14428	21	Private	315303	Some-college	10	Never-married	Other-service	Own-child	Black	Male	0	0	20	United-States	<=50K
14432	51	Private	162944	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14434	20	Private	79691	HS-grad	9	Never-married	Machine-op-inspct	Own-child	White	Male	0	0	40	United-States	<=50K
14435	23	Private	435604	Assoc-voc	11	Separated	Exec-managerial	Own-child	White	Female	0	0	40	United-States	<=50K
14439	28	Private	376302	HS-grad	9	Never-married	Sales	Not-in-family	White	Female	0	0	45	United-States	<=50K
14440	54	?	148657	Preschool	1	Married-civ-spouse	?	Wife	White	Female	0	0	40	Mexico	<=50K
14443	40	Private	96055	HS-grad	9	Separated	Adm-clerical	Unmarried	White	Female	0	0	45	United-States	<=50K
14444	27	Private	492263	10th	6	Separated	Machine-op-inspct	Own-child	White	Male	0	0	35	Mexico	<=50K
14445	57	Private	96779	5th-6th	3	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14446	32	Private	251701	Assoc-acdm	12	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	40	?	<=50K
14447	24	Private	109307	HS-grad	9	Never-married	Sales	Own-child	White	Male	0	0	45	United-States	<=50K
14450	18	Private	130849	11th	7	Never-married	Other-service	Own-child	White	Female	0	0	8	United-States	<=50K
14453	35	Private	272476	Assoc-acdm	12	Married-civ-spouse	Other-service	Wife	White	Female	0	0	35	United-States	>50K
14454	22	Private	349368	HS-grad	9	Never-married	Adm-clerical	Other-relative	White	Female	0	0	40	United-States	<=50K
14457	42	Private	182302	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
14458	17	Private	186067	10th	6	Never-married	Tech-support	Own-child	White	Male	0	0	10	United-States	<=50K
14459	32	Private	194141	HS-grad	9	Divorced	Machine-op-inspct	Own-child	White	Male	0	0	50	United-States	<=50K
14462	29	Private	369114	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
14463	18	Private	198087	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	0	30	United-States	<=50K
14464	34	Private	82623	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	20	United-States	<=50K
14466	41	Private	220460	Assoc-acdm	12	Married-civ-spouse	Sales	Husband	White	Male	0	0	20	United-States	<=50K
14467	28	Private	189346	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	48	United-States	<=50K
14470	33	Self-emp-not-inc	48189	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	30	United-States	<=50K
14471	51	Private	145114	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
14472	38	State-gov	352628	Bachelors	13	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	40	United-States	<=50K
14473	46	Private	171228	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	3411	0	35	Guatemala	<=50K
14475	27	Private	423250	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	<=50K
14478	19	Private	202673	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	50	United-States	<=50K
14479	45	Private	144579	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
14488	62	Private	135480	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	16	United-States	<=50K
14489	32	Self-emp-not-inc	350624	12th	8	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14492	38	Private	32271	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14494	37	State-gov	354929	Assoc-acdm	12	Divorced	Protective-serv	Not-in-family	Black	Male	0	0	38	United-States	<=50K
14495	59	Private	189721	Bachelors	13	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	Italy	>50K
14496	50	Local-gov	120190	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	45	United-States	<=50K
14498	24	Self-emp-not-inc	267396	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
14500	28	Private	206088	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
14501	39	Local-gov	357173	Assoc-acdm	12	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	59	United-States	<=50K
14504	33	Private	288398	Bachelors	13	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	45	United-States	<=50K
14505	51	Private	122159	Some-college	10	Widowed	Prof-specialty	Not-in-family	White	Female	3325	0	40	United-States	<=50K
14506	28	Private	176683	Assoc-voc	11	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	70	United-States	>50K
14508	56	Private	157749	Some-college	10	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	>50K
14511	28	Private	202239	7th-8th	4	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	<=50K
14512	23	Private	267471	12th	8	Never-married	Sales	Own-child	White	Female	0	0	25	United-States	<=50K
14517	38	Private	205359	11th	7	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	32	United-States	<=50K
14520	49	Private	188823	HS-grad	9	Divorced	Prof-specialty	Not-in-family	White	Male	0	0	42	United-States	<=50K
14522	26	Private	167350	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	3103	0	40	United-States	>50K
14523	40	Private	226388	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	Black	Male	0	0	40	United-States	<=50K
14524	37	Private	212437	Some-college	10	Widowed	Machine-op-inspct	Unmarried	Black	Female	0	0	48	United-States	<=50K
14525	27	Private	164924	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
14528	44	Private	161819	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	>50K
14532	71	Private	196610	7th-8th	4	Widowed	Exec-managerial	Not-in-family	White	Male	6097	0	40	United-States	>50K
14536	40	Private	120277	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
14538	65	?	273569	HS-grad	9	Widowed	?	Unmarried	White	Male	0	0	40	United-States	<=50K
14539	57	Self-emp-inc	125000	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	>50K
14541	23	Local-gov	304386	HS-grad	9	Never-married	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
14542	53	Self-emp-not-inc	88506	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	<=50K
14543	56	Private	117881	11th	7	Divorced	Machine-op-inspct	Not-in-family	White	Female	0	0	40	United-States	<=50K
14544	31	Self-emp-inc	31740	Assoc-voc	11	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	55	United-States	<=50K
14545	38	Self-emp-not-inc	140583	Masters	14	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	70	United-States	<=50K
14548	54	Local-gov	224934	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
14549	18	Self-emp-not-inc	87169	HS-grad	9	Never-married	Farming-fishing	Own-child	Asian-Pac-Islander	Male	0	0	40	United-States	<=50K
14550	55	Self-emp-not-inc	41938	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	8	United-States	<=50K
14552	37	Local-gov	218184	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1887	40	United-States	>50K
14556	52	Private	186272	HS-grad	9	Divorced	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K
14559	71	?	45801	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	70	United-States	<=50K
14560	20	Private	179423	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Female	0	0	8	United-States	<=50K
14561	63	Private	167967	Masters	14	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	46	United-States	<=50K
14564	22	Private	190483	Some-college	10	Divorced	Sales	Own-child	White	Female	0	0	48	Iran	<=50K
14566	50	Private	233369	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K
14567	55	Federal-gov	238192	HS-grad	9	Married-civ-spouse	Tech-support	Husband	White	Male	0	1887	40	United-States	>50K
14571	18	?	42293	10th	6	Never-married	?	Own-child	White	Female	0	0	30	United-States	<=50K
14575	26	Self-emp-not-inc	221626	HS-grad	9	Married-civ-spouse	Other-service	Wife	White	Female	0	1579	20	United-States	<=50K
14577	19	Private	127491	HS-grad	9	Never-married	Other-service	Not-in-family	White	Male	0	0	40	United-States	<=50K
14578	33	Private	121195	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	Other	Male	0	0	50	United-States	<=50K
14579	17	Private	197732	11th	7	Never-married	Other-service	Own-child	White	Female	0	0	12	United-States	<=50K
14580	35	Private	381583	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Other	Male	0	0	45	United-States	>50K
14582	30	Private	284395	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K
14586	47	Local-gov	93618	Some-college	10	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	33	United-States	<=50K
14588	60	Private	43235	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K
14590	26	Local-gov	138597	HS-grad	9	Never-married	Other-service	Unmarried	Black	Female	0	0	25	United-States	<=50K
14591	42	Self-emp-inc	348886	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	45	United-States	>50K
14593	19	Private	126501	11th	7	Never-married	Adm-clerical	Own-child	Amer-Indian-Eskimo	Female	0	0	15	South	<=50K
14594	61	Self-emp-inc	134768	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	Germany	>50K
14595	41	Local-gov	47902	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
14598	60	Self-emp-not-inc	95445	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	3137	0	46	United-States	<=50K
14602	72	?	129912	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	25	United-States	<=50K
14603	28	State-gov	277635	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	50	United-States	<=50K
14605	46	Private	208872	Assoc-voc	11	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K
14606	28	Private	177955	11th	7	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	Mexico	<=50K
14607	39	Private	149943	Masters	14	Never-married	Sales	Not-in-family	Asian-Pac-Islander	Male	0	0	40	China	<=50K
14608	27	Private	50295	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	48	United-States	<=50K
14609	74	?	292627	1st-4th	2	Married-civ-spouse	?	Husband	Black	Male	0	0	40	United-States	<=50K
14612	61	Private	54373	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K
14613	24	Private	193920	Masters	14	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	45	?	<=50K
14616	20	State-gov	39478	Some-college	10	Never-married	Exec-managerial	Own-child	White	Male	0	0	54	United-States	<=50K
14619	37	Local-gov	244341	Some-college	10	Never-married	Adm-clerical	Unmarried	Black	Female	0	0	40	United-States	<=50K
14620	42	Local-gov	55363	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	>50K
14621	37	Private	171968	Assoc-voc	11	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
14622	39	Private	194287	7th-8th	4	Never-married	Other-service	Own-child	White	Male	0	1602	35	United-States	<=50K
14623	31	Private	291702	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14624	60	Self-emp-not-inc	143932	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
14625	49	Private	159816	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	99999	0	20	United-States	>50K
14626	20	Private	33087	Assoc-voc	11	Never-married	Farming-fishing	Own-child	White	Male	0	0	40	United-States	<=50K
14627	31	Private	409622	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	Other	Male	0	0	36	Mexico	<=50K
14630	37	Private	194630	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	50	United-States	<=50K
14631	32	Private	235109	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	40	United-States	<=50K
14632	34	Private	329993	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K
14633	61	Self-emp-not-inc	268797	HS-grad	9	Married-civ-spouse	Other-service	Wife	Black	Female	0	0	17	United-States	<=50K
14635	34	Self-emp-not-inc	156809	Some-college	10	Never-married	Craft-repair	Not-in-family	White	Male	0	1504	60	United-States	<=50K
14636	24	Private	210781	Bachelors	13	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	40	France	<=50K
14639	62	?	232719	Masters	14	Married-civ-spouse	?	Husband	White	Male	0	0	50	United-States	<=50K
14640	18	?	28357	Some-college	10	Never-married	?	Own-child	White	Female	0	0	20	United-States	<=50K
14641	57	Private	109015	Some-college	10	Divorced	Sales	Not-in-family	White	Female	0	0	48	United-States	<=50K
14642	39	Federal-gov	432555	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	1628	40	United-States	<=50K
14645	29	Private	126208	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	United-States	<=50K
14650	32	?	199244	10th	6	Divorced	?	Not-in-family	White	Female	0	0	40	United-States	<=50K
14652	38	Private	54816	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
14656	44	Private	197389	HS-grad	9	Married-spouse-absent	Machine-op-inspct	Unmarried	White	Female	0	0	40	United-States	<=50K
14657	34	Private	191385	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	48	United-States	<=50K
14658	30	Self-emp-inc	356689	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	60	United-States	<=50K
14659	50	Private	175029	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	>50K
14661	29	Private	95423	HS-grad	9	Married-AF-spouse	Transport-moving	Husband	White	Male	0	0	80	United-States	<=50K
14662	58	State-gov	400285	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	Black	Male	0	0	40	United-States	>50K
14668	23	Private	344278	Some-college	10	Divorced	Exec-managerial	Unmarried	White	Female	0	0	25	United-States	<=50K
14670	54	Private	139850	Masters	14	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	0	0	45	United-States	>50K
14672	63	Private	127363	Some-college	10	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	12	United-States	<=50K
14675	63	Self-emp-inc	267101	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	60	United-States	<=50K
14676	41	Private	271753	Bachelors	13	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	40	United-States	<=50K
14681	52	Self-emp-inc	81436	Prof-school	15	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
14682	27	Private	194690	9th	5	Never-married	Other-service	Own-child	White	Male	0	0	50	Mexico	<=50K
14685	30	Federal-gov	49593	Prof-school	15	Never-married	Prof-specialty	Not-in-family	Black	Female	0	0	40	United-States	<=50K
14686	24	Private	69640	Bachelors	13	Never-married	Sales	Own-child	White	Male	0	0	40	United-States	<=50K
14688	54	Self-emp-not-inc	175804	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K
14691	20	Private	216436	Bachelors	13	Never-married	Sales	Other-relative	Black	Female	0	0	30	United-States	<=50K
14692	35	Private	233571	HS-grad	9	Divorced	Other-service	Own-child	White	Female	0	0	50	United-States	<=50K
14694	51	Private	126010	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14697	25	Private	209230	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	6	United-States	<=50K
14698	21	Private	240517	Some-college	10	Never-married	Machine-op-inspct	Own-child	White	Female	0	0	70	United-States	<=50K
14699	18	Private	436163	11th	7	Never-married	Prof-specialty	Own-child	White	Male	0	0	20	United-States	<=50K
14700	38	Private	156728	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K
14703	35	Private	119098	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	7298	0	40	United-States	>50K
14704	47	Private	164113	Some-college	10	Married-civ-spouse	Craft-repair	Husband	Black	Male	7688	0	40	United-States	>50K
14705	40	Private	146659	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	60	United-States	>50K
14707	28	Private	51461	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1887	40	United-States	>50K
14712	34	Private	81206	HS-grad	9	Divorced	Handlers-cleaners	Not-in-family	Black	Male	0	0	40	United-States	<=50K
14713	36	Private	348022	10th	6	Married-civ-spouse	Other-service	Wife	White	Female	0	0	24	United-States	<=50K
14716	24	Private	374253	HS-grad	9	Separated	Other-service	Not-in-family	White	Female	0	0	55	United-States	<=50K
14717	30	Private	243190	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	20	India	>50K
14719	25	Private	427744	10th	6	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K
14720	46	Private	364548	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	48	United-States	>50K
14721	41	Private	86399	Some-college	10	Separated	Adm-clerical	Not-in-family	White	Female	0	0	38	United-States	<=50K
14722	47	Private	266860	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	0	65	United-States	>50K
14723	22	State-gov	262819	Some-college	10	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
14724	30	Private	398827	HS-grad	9	Married-AF-spouse	Adm-clerical	Husband	White	Male	0	0	60	United-States	<=50K
14726	38	Private	242720	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	35	United-States	>50K
14728	63	Private	100099	HS-grad	9	Married-spouse-absent	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K
14729	56	Self-emp-not-inc	157486	10th	6	Divorced	Sales	Own-child	White	Male	0	0	40	United-States	<=50K
14730	21	Private	286824	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	12	United-States	<=50K
14731	29	?	315026	HS-grad	9	Divorced	?	Unmarried	White	Female	0	0	40	United-States	<=50K
14732	45	Private	50163	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	0	30	United-States	<=50K
14734	44	Private	202565	HS-grad	9	Divorced	Craft-repair	Not-in-family	White	Male	0	0	45	United-States	<=50K
14735	23	Private	615367	Bachelors	13	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K
14736	36	Self-emp-inc	164866	Assoc-acdm	12	Separated	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K
14737	27	Private	297296	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14738	40	Private	138975	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	56	United-States	<=50K
14743	65	Private	207281	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	16	United-States	<=50K
14744	57	Private	133902	HS-grad	9	Widowed	Exec-managerial	Unmarried	White	Female	0	0	45	United-States	<=50K
14750	36	Private	128382	Some-college	10	Never-married	Machine-op-inspct	Unmarried	White	Male	0	0	45	United-States	<=50K
14752	27	Self-emp-not-inc	151402	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	1573	70	United-States	<=50K
14754	30	Local-gov	178383	Some-college	10	Separated	Handlers-cleaners	Not-in-family	Black	Male	0	0	40	United-States	<=50K
14758	41	State-gov	108945	HS-grad	9	Never-married	Transport-moving	Not-in-family	White	Female	14344	0	40	United-States	>50K
14759	30	Private	130021	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	2829	0	40	United-States	<=50K
14760	40	Private	266084	Some-college	10	Divorced	Craft-repair	Other-relative	White	Male	0	0	50	United-States	<=50K
14761	25	Private	171236	HS-grad	9	Divorced	Handlers-cleaners	Own-child	White	Female	0	0	40	United-States	<=50K
14762	24	Private	349691	Some-college	10	Never-married	Sales	Other-relative	Black	Female	0	0	40	United-States	<=50K
14764	19	Private	248749	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	20	United-States	<=50K
14767	33	Private	156192	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K
14768	40	Self-emp-not-inc	55363	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	3411	0	40	United-States	<=50K
14769	18	Private	301867	HS-grad	9	Never-married	Sales	Own-child	Amer-Indian-Eskimo	Female	0	0	20	United-States	<=50K
14770	58	Private	284834	Assoc-acdm	12	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
14774	33	Private	188246	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	65	United-States	>50K
14775	28	Local-gov	263600	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K
14776	25	Private	135603	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K
14777	36	Private	284166	HS-grad	9	Never-married	Sales	Unmarried	White	Male	0	0	60	United-States	>50K
14781	25	Private	339324	Bachelors	13	Never-married	Tech-support	Not-in-family	White	Male	0	0	40	United-States	<=50K
14783	48	Private	149640	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K
14784	20	Federal-gov	147352	HS-grad	9	Never-married	Other-service	Not-in-family	White	Female	0	0	40	United-States	<=50K
14786	26	Private	244372	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	52	United-States	>50K
14787	20	Private	194891	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K
14790	44	Private	187584	HS-grad	9	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	Canada	<=50K
14791	20	?	273701	Some-college	10	Never-married	?	Other-relative	Black	Male	34095	0	10	United-States	<=50K
14797	46	Private	117849	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K
14798	54	Private	28683	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	3464	0	40	United-States	<=50K
14799	26	Private	67240	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14801	33	Private	222221	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	7298	0	45	United-States	>50K
14803	44	Local-gov	188808	Assoc-voc	11	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K
14804	51	Local-gov	277024	HS-grad	9	Separated	Protective-serv	Not-in-family	Black	Male	0	0	40	United-States	<=50K
14805	25	Private	252187	11th	7	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K
14806	23	Private	172232	HS-grad	9	Never-married	Tech-support	Own-child	White	Male	0	0	50	United-States	<=50K
14807	76	Local-gov	169133	Some-college	10	Widowed	Adm-clerical	Not-in-family	White	Female	0	0	30	United-States	<=50K
14809	26	Private	98155	HS-grad	9	Married-AF-spouse	Sales	Husband	White	Male	0	0	55	United-States	<=50K
14810	29	Private	134566	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	20	United-States	<=50K
14812	34	Private	164190	Some-college	10	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	1902	38	United-States	>50K
14813	49	Private	266150	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Wife	White	Female	0	0	40	United-States	<=50K
14815	28	Private	162551	7th-8th	4	Married-civ-spouse	Machine-op-inspct	Other-relative	Asian-Pac-Islander	Female	0	0	48	China	<=50K
14816	48	Private	245948	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	Black	Female	2174	0	40	United-States	<=50K
14817	29	Federal-gov	224858	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	60	United-States	<=50K
14818	58	Private	407138	7th-8th	4	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	2936	0	50	Mexico	<=50K
14820	39	Federal-gov	235485	Assoc-acdm	12	Never-married	Exec-managerial	Not-in-family	White	Male	0	0	42	United-States	<=50K
14823	30	Local-gov	40338	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14826	41	Private	98061	HS-grad	9	Divorced	Transport-moving	Not-in-family	White	Male	0	0	40	United-States	<=50K
14828	40	Private	216116	9th	5	Never-married	Machine-op-inspct	Unmarried	Black	Female	0	0	40	Haiti	<=50K
14829	36	Local-gov	380614	Bachelors	13	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	35	Germany	>50K
14834	24	Private	189749	11th	7	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K
14836	43	State-gov	255835	Some-college	10	Divorced	Adm-clerical	Other-relative	White	Female	0	0	40	United-States	<=50K
14838	41	Self-emp-not-inc	195124	HS-grad	9	Never-married	Sales	Not-in-family	White	Male	0	0	50	?	<=50K
14846	45	Private	165937	HS-grad	9	Divorced	Transport-moving	Own-child	White	Male	0	0	60	United-States	<=50K
14848	23	Private	116830	12th	8	Never-married	Craft-repair	Not-in-family	White	Male	0	0	50	United-States	<=50K
14851	31	Private	164569	Some-college	10	Divorced	Other-service	Unmarried	White	Female	0	0	48	United-States	<=50K
